Epochs,Population size,Threads,Percent,Neural network
2000,15,5,0.1,Layer 1: neurons(6)Layer 2: neurons(1)
Cost,Evaluation,Training_error,Validation_error,Best_validation_epoch
199970,NaN,0.00507303751813204,0.005979970749419028,400.0
200075,0.004381390753318208,0.004190097556797223,0.003088485021809362,302.0
200075,0.00468375578615953,0.004520076147313201,0.0032922804915803683,542.0
200075,NaN,0.00578249228337091,0.006890464523644058,400.0
200075,NaN,0.006798748274508659,0.008065381792550341,200.0
200075,NaN,0.005638363448630002,0.0042094747136758315,800.0
200075,NaN,0.007530457640771537,0.005434891714394596,400.0
200075,0.007673493355731124,0.0067914625599019285,0.006212825677424316,106.0
200075,0.004213937576113247,0.003973979231329472,0.003028610621615746,732.0
200075,0.005650114744129194,0.005432937886749478,0.003907202631032947,624.0
200075,NaN,0.0031519293266250026,0.0022808960159150793,1000.0
200075,0.0048996882038401315,0.004422970547365734,0.003297787455996626,448.0
200075,0.032686482898432255,0.03008723607678343,0.0251862966863432,38.0
200075,NaN,0.00577630644283833,0.00392689880956254,1600.0
200075,NaN,0.01334728996508372,0.01585456722147527,800.0
200075,0.003531639164553798,0.0033886364991586593,0.00235385334808369,969.0
200075,NaN,0.007669530233638033,0.009140687936934011,200.0
200075,0.004008623865064213,0.003998811637059507,0.0031933129355665724,2000.0
200075,0.003984993028055203,0.003948751445362553,0.003174850153097042,2000.0
200075,0.013027848121121585,0.011359818542562405,0.010292097311600745,373.0
200075,NaN,0.009095250654469256,0.006079598691808186,200.0
200075,NaN,0.0052963058859667456,0.005898271168825686,200.0
200075,0.006442000233962206,0.004041231361744724,0.002934963390405221,552.0
200075,NaN,0.007409325977597581,0.005653206624692042,154.0
200075,0.008933231159371077,0.008220958797588884,0.005958332968992952,169.0
200075,NaN,0.006312845969840719,0.0074270238248169695,200.0
200075,NaN,0.0048435525539415325,0.0053974433801606825,600.0
200075,0.0031553896987692146,0.003358796052986057,0.0023112442283107493,1400.0
200075,0.012472094281785664,0.010667632235986213,0.010655984508455174,71.0
200075,0.0010343199212618907,0.0011435855205920165,0.0011028617543320518,2000.0
Best evaluation,Average evaluation,Worst evaluation
NaN,NaN,NaN
